,HI30_GerEme,HI30_EmeEnJ,HI30_EnJFlo,HI30_FloFla,HI30_FlaFlw,HI30_FlwStG,HI30_StGEnG,HI30_EnGMat,HI30_MatHar,CumHI30_GerEme,CumHI30_EmeEnJ,CumHI30_EnJFlo,CumHI30_FloFla,CumHI30_FlaFlw,CumHI30_FlwStG,CumHI30_StGEnG,CumHI30_EnGMat,CumHI30_MatHar,TT_GerEme,TT_EmeEnJ,TT_EnJFlo,TT_FloFla,TT_FlaFlw,TT_FlwStG,TT_StGEnG,TT_EnGMat,TT_MatHar,biomass_GerEme,biomass_EmeEnJ,biomass_EnJFlo,biomass_FloFla,biomass_FlaFlw,biomass_FlwStG,biomass_StGEnG,biomass_EnGMat,biomass_MatHar,yield_FlaFlw,yield_FlwStG,yield_StGEnG,yield_EnGMat,yield_MatHar,Eo_GerEme,Eo_EmeEnJ,Eo_EnJFlo,Eo_FloFla,Eo_FlaFlw,Eo_FlwStG,Eo_StGEnG,Eo_EnGMat,Eo_MatHar,Eos_GerEme,Eos_EmeEnJ,Eos_EnJFlo,Eos_FloFla,Eos_FlaFlw,Eos_FlwStG,Eos_StGEnG,Eos_EnGMat,Eos_MatHar,Es_GerEme,Es_EmeEnJ,Es_EnJFlo,Es_FloFla,Es_FlaFlw,Es_FlwStG,Es_StGEnG,Es_EnGMat,Es_MatHar,ESW_GerEme,ESW_EmeEnJ,ESW_EnJFlo,ESW_FloFla,ESW_FlaFlw,ESW_FlwStG,ESW_StGEnG,ESW_EnGMat,ESW_MatHar,Flow_GerEme,Flow_EmeEnJ,Flow_EnJFlo,Flow_FloFla,Flow_FlaFlw,Flow_FlwStG,Flow_StGEnG,Flow_EnGMat,Flow_MatHar,FlowNO3_GerEme,FlowNO3_EmeEnJ,FlowNO3_EnJFlo,FlowNO3_FloFla,FlowNO3_FlaFlw,FlowNO3_FlwStG,FlowNO3_StGEnG,FlowNO3_EnGMat,FlowNO3_MatHar,Flux_GerEme,Flux_EmeEnJ,Flux_EnJFlo,Flux_FloFla,Flux_FlaFlw,Flux_FlwStG,Flux_StGEnG,Flux_EnGMat,Flux_MatHar,Infiltration_GerEme,Infiltration_EmeEnJ,Infiltration_EnJFlo,Infiltration_FloFla,Infiltration_FlaFlw,Infiltration_FlwStG,Infiltration_StGEnG,Infiltration_EnGMat,Infiltration_MatHar,PotInf_GerEme,PotInf_EmeEnJ,PotInf_EnJFlo,PotInf_FloFla,PotInf_FlaFlw,PotInf_FlwStG,PotInf_StGEnG,PotInf_EnGMat,PotInf_MatHar,PotRunoff_GerEme,PotRunoff_EmeEnJ,PotRunoff_EnJFlo,PotRunoff_FloFla,PotRunoff_FlaFlw,PotRunoff_FlwStG,PotRunoff_StGEnG,PotRunoff_EnGMat,PotRunoff_MatHar,Runoff_GerEme,Runoff_EmeEnJ,Runoff_EnJFlo,Runoff_FloFla,Runoff_FlaFlw,Runoff_FlwStG,Runoff_StGEnG,Runoff_EnGMat,Runoff_MatHar,SW_GerEme,SW_EmeEnJ,SW_EnJFlo,SW_FloFla,SW_FlaFlw,SW_FlwStG,SW_StGEnG,SW_EnGMat,SW_MatHar,T_GerEme,T_EmeEnJ,T_EnJFlo,T_FloFla,T_FlaFlw,T_FlwStG,T_StGEnG,T_EnGMat,T_MatHar,WaterTable_GerEme,WaterTable_EmeEnJ,WaterTable_EnJFlo,WaterTable_FloFla,WaterTable_FlaFlw,WaterTable_FlwStG,WaterTable_StGEnG,WaterTable_EnGMat,CoverGreen_GerEme,CoverGreen_EmeEnJ,CoverGreen_EnJFlo,CoverGreen_FloFla,CoverGreen_FlaFlw,CoverGreen_FlwStG,CoverGreen_StGEnG,CoverGreen_EnGMat,CoverGreen_MatHar,CoverTotal_GerEme,CoverTotal_EmeEnJ,CoverTotal_EnJFlo,CoverTotal_FloFla,CoverTotal_FlaFlw,CoverTotal_FlwStG,CoverTotal_StGEnG,CoverTotal_EnGMat,CoverTotal_MatHar,LAI_GerEme,LAI_EmeEnJ,LAI_EnJFlo,LAI_FloFla,LAI_FlaFlw,LAI_FlwStG,LAI_StGEnG,LAI_EnGMat,LAI_MatHar,CumTT_GerEme,CumTT_EmeEnJ,CumTT_EnJFlo,CumTT_FloFla,CumTT_FlaFlw,CumTT_FlwStG,CumTT_StGEnG,CumTT_EnGMat,CumTT_MatHar
2015-INH1,1,2,0,18,4,6,19,2,1,1,3,3,21,25,31,50,52,53,9.6320437,11.4083095,13.8294397,13.88982359,17.37499998,15.36093863,13.79903156,17.375,17.4200001,0.006015375,0.825971362,3.262315,168.3282043,542.43285,720.3258778,1253.213224,1541.484,1541.484,0.01557796,0.348699449,5.684265014,9.40499083,9.40499083,4.266062213,4.972035694,5.394345,4.487041758,4.93025935,5.255298456,4.812956916,5.1831491,5.2917166,4.055640625,4.704392083,4.989812,2.487855203,1.411167925,1.543493633,1.642600697,2.1021567,2.1655043,2.171811968,1.753117428,3.393887172,1.869267109,1.245502815,1.459783577,1.615911025,1.204975912,1.089314005,197.3617109,208.2964135,253.2100595,331.5291447,395.0255535,366.6372398,263.2259434,201.7976944,199.8317296,-0.124401483,-0.107381759,-0.191085572,-0.143812226,0,0.02469701,0.018648143,0.040432093,0.04461993,1.506721781,4.756946261,27.22726346,10.34694468,5.583641725,3.136826289,0.132279676,-0.005151944,-0.005453848,1.258345063,4.101330997,23.419755,28.08386576,31.325247,20.52797177,1.384664038,0,0,1.465,5.094382056,27.100238,8.040593125,6.76249425,2.35,1.302702703,0.055,0,1.465,6.117222222,40.67,9.0045,7.335,2.35,1.302702703,0.055,0,1.465,6.117222222,40.67,9.0045,7.335,2.35,1.302702703,0.055,0,0,1.022839944,13.56976,0.963906839,0.572506,0,0,0,0,2.369583817,2.424257321,2.648825548,3.040420982,3.357903016,3.215961459,2.698904972,2.39176373,2.381933908,2.229915616,4.269359602,0.2292278,0.486622737,0.003333956,0.503991584,1.529560836,5.278994,5.778994,0,0,0,0.435588525,441.3509425,1766.450611,918.914629,0,6.62E-05,0.007023239,0.02623908,0.434156373,0.728194075,0.710688633,0.610433386,0.49327815,0.4869502,6.62E-05,0.007023239,0.02623908,0.434362106,0.729590275,0.713528056,0.623027586,0.5188902,0.5133326,0.000165423,0.017692903,0.06647366,1.703537624,3.25681925,3.101921667,2.382830703,1.6996775,1.668456,56.49858325,183.8537892,281.119818,559.540159,849.247072,932.6704233,1246.836629,1498.440938,1507.150938
2015-KSH1,0,1,0,31,4,7,33,2,1,0,1,1,32,36,43,76,78,79,9.304551033,10.54952991,12.6055765,16.25460565,20.1622689,18.31906418,17.56880856,17.74750045,18.0800009,0.001209884,1.591305318,8.521998,257.2211608,757.617925,926.27975,1396.526556,1700.772,1700.772,0.017871875,0.324732675,4.806554173,8.32146153,8.32146153,4.1594132,4.088808828,4.8033109,5.376989076,6.2362878,5.929214588,5.671136333,3.87637535,3.9568729,3.864242822,3.828978863,4.315292,2.618626602,1.7260222,1.6999771,2.036595553,1.7532267,1.8041046,2.162982309,2.625502415,2.917378065,1.747410825,1.610116115,1.568368781,1.944521522,1.753226677,1.80410459,181.2826911,253.0435289,302.5861396,320.5902596,282.8929317,275.3138334,206.9260037,158.6408916,162.2175334,-0.079855954,-0.208340635,-0.11476301,-0.155616482,-0.090622075,-0.107596442,-0.020490204,-0.006952572,-0.023056451,1.060078958,7.739490622,4.294535764,3.013950174,0.148416785,0.270822273,0.025616336,0.001079841,0.002093673,0.414061878,12.03821582,15.5932322,12.07536448,0.995191163,2.064362413,0.300496081,0,0,2.981111222,6.650914188,3.4,4.236033548,3.9514735,3.534538625,2.834350889,5.685,11.18,2.981111111,7.165625,3.4,4.518333333,3.9525,3.64,2.845277778,5.685,11.18,2.981111111,7.165625,3.4,4.518333333,3.9525,3.64,2.845277778,5.685,11.18,0,0.514710778,0,0.28229981,0.001026509,0.105461425,0.010926897,0,0,3.220943661,3.579747853,3.827460897,3.917481508,3.728994865,3.691099367,3.349160228,3.10773466,3.125617882,1.761434942,0.944745182,2.236824,2.347785098,0.412204648,0.303616079,1.035965742,0.514246,0,0,0,0,0,0,0,0,0,1.33E-05,0.01158552,0.0544115,0.495142214,0.754485125,0.729089413,0.573654244,0.40868585,0.4026673,1.33E-05,0.011585665,0.05441362,0.495922374,0.75866785,0.735676575,0.598511758,0.4558363,0.450713,3.33E-05,0.029437517,0.1398695,2.046880486,3.51148775,3.2672045,2.186506806,1.3136485,1.288202,50.54655178,257.9914874,415.157679,748.1776464,1115.131791,1211.535371,1593.887913,1894.745164,1903.785164
2015-MNH1,1,2,1,19,3,4,18,2,1,1,3,4,23,26,30,48,50,51,9.500572344,11.52202301,13.48819445,13.84788264,15.0479867,14.50660683,13.13201749,14.6882269,14.9678962,0.009557389,1.09458901,4.9040185,225.5438865,778.62266,1020.4502,1574.012425,1895.204,1895.204,0.014560208,0.422901334,7.131636088,11.64298391,11.64298391,4.279105878,4.974287039,5.077467,5.442325086,5.28859654,5.541756767,3.904219723,3.9446407,3.535739,4.026016189,4.692369244,4.66293595,2.769834436,1.31385724,1.421995989,1.34524706,1.768775,1.5964733,2.009988833,2.552708261,2.676906667,2.029831917,1.160668833,1.421995975,1.336680663,1.76877504,1.596473346,181.0223302,201.8243078,213.254293,212.7225085,193.2508849,163.3317294,146.5775473,138.3054886,137.8818094,-0.121288549,-0.122706486,-0.083984488,-0.125530849,-0.194391974,-0.106026624,-0.130083643,-0.074974847,-0.076919497,3.812634186,4.638381996,3.272706058,2.373100834,1.941081642,0.263463155,0.288935847,0.007559663,0.007745604,3.414616606,5.553382368,6.22332405,4.129085599,5.9668914,0.618985767,2.168463533,0,0,3.148621222,3.8979655,2.45,4.31402131,5.5589308,1.537777778,3.64323455,1.865,2.83,3.193333333,4.079444444,2.45,4.516904762,5.856,1.537777778,3.95325,1.865,2.83,3.193333333,4.079444444,2.45,4.516904762,5.856,1.537777778,3.95325,1.865,2.83,0.044712089,0.181478869,0,0.202883395,0.2970692,0,0.310015477,0,0,2.553088355,2.657098249,2.714248162,2.711589254,2.614231133,2.464635359,2.380864447,2.339504144,2.337385731,2.132297562,1.620189025,2.01309,1.883896452,0.212567683,1.1941259,0.134015767,0.7049781,0.7049781,0,0,0,0,0,0,0,0,0.000105082,0.009559984,0.037261535,0.468034426,0.80950674,0.787225344,0.598554658,0.4070665,0.4016646,0.000105082,0.009559984,0.037261535,0.468347814,0.81185798,0.791604433,0.625881565,0.4621842,0.4576519,0.000262828,0.024157239,0.094942845,2.030156248,4.1459298,3.872251667,2.39749585,1.306786,1.284009,46.26358911,178.5881683,289.7147785,568.1511796,895.3626412,982.4804833,1304.846371,1556.643286,1564.127234
2015-MOH1,1,1,0,28,4,7,29,2,1,1,2,2,30,34,41,70,72,73,12.93103892,10.87004294,15.6400003,15.88740132,19.35374975,17.52796179,15.98015116,16.5475001,16.5650005,0.010684175,2.21130062,9.02652,251.8335525,737.2004,896.364025,1468.302514,1758.899,1758.899,0.026473125,0.444993223,6.307601115,10.04956958,10.04956958,3.6970028,4.090468822,4.8027955,4.88957255,5.659620675,4.740646963,5.118113424,4.05493215,4.7169686,3.471690683,3.841735193,4.2752937,2.31480681,1.3493183,1.164568263,1.541338251,1.49846805,1.7535273,1.906195467,2.611874255,2.965176192,1.759524119,1.336022214,1.132527297,1.487031824,1.498468072,1.753527315,195.2042667,248.3904057,283.6461509,332.6467881,344.4796662,355.9327508,299.6533227,229.7961087,227.090956,-0.156351239,-0.193955866,-0.254973064,-0.280090171,-0.086741128,-0.095176607,-0.096962031,0.033211808,0.036676294,2.129780834,6.958293938,7.774692168,5.769409257,1.429621515,0.952520564,0.123014798,-0.004629955,-0.004897834,0.6291505,6.548639326,10.362006,18.94315924,11.14257253,10.77732086,1.475289656,0,0,6.700511667,5.726280037,4.93,6.325044975,0.14,7.177669,2.326259514,0.02,0.01,6.701666667,5.971481481,4.93,6.8235,0.14,7.72125,2.345675676,0.02,0.01,6.701666667,5.971481481,4.93,6.8235,0.14,7.72125,2.345675676,0.02,0.01,0.001154984,0.245201518,0,0.498454944,0,0.543581074,0.019416186,0,0,2.965538643,3.231469336,3.407748056,3.652751248,3.711915643,3.769181062,3.487783918,3.138497849,3.124972076,4.94966859,0.902155582,0.1544767,0.481798942,2.62936925,0.879957243,0.436308603,1.70177,2.152582,0,0,0,0.374851325,0,0,0,0,0.000117485,0.017135221,0.0677997,0.559005636,0.834169175,0.815039538,0.680043546,0.53399845,0.5277908,0.000117485,0.017135221,0.0677997,0.559580446,0.837057425,0.819753325,0.701363062,0.5762505,0.571029,0.000293815,0.043674773,0.1755189,2.575171075,4.49274125,4.221879,2.926716216,1.9091375,1.875833,59.466742,223.6801031,370.616799,682.4291805,1018.509101,1109.542986,1474.814948,1749.774638,1758.057138
2015-MOH2,0,1,0,27,4,7,27,1,2,0,1,1,28,32,39,66,67,69,11.1985484,10.69106538,14.85000035,15.77784751,19.25499963,17.74358671,16.10903587,12.8189312,13.74716885,0.008834391,1.789628721,7.3581415,235.2879549,691.379425,852.038825,1404.022314,1691.164,1691.164,0.025305,0.461323156,6.296973367,9.96553657,9.96553657,4.147223314,4.024494679,3.8585096,4.881230423,5.94670315,4.8580453,5.32015582,4.72476305,3.05172475,3.909356086,3.797925929,3.4564831,2.370561313,1.46095675,1.234860675,1.650864817,1.76151715,1.15369925,2.24705292,2.55799088,2.473889843,1.789367034,1.460956754,1.204385443,1.600384766,1.761517184,1.153699285,199.9578994,250.4585664,283.0416318,332.3978071,351.3504827,355.2132769,309.8525392,246.1792878,242.5285725,-0.193996104,-0.181227094,-0.250412268,-0.279151989,-0.105749365,-0.068647015,-0.089672111,0.029044384,0.035203422,2.444620753,6.990210318,7.716899,5.896252582,1.982468578,1.019046222,0.156968785,-0.004314003,-0.004724274,0.723400214,6.786193733,10.1334305,18.94252145,13.47599342,11.08073022,1.876329574,0,0,5.198965714,5.747873125,9.157826,6.455132667,0.1525,6.144930125,2.448434971,0,0.17,5.2,6.024166667,9.45,6.998205128,0.1525,6.69125,2.469142857,0,0.17,5.2,6.024166667,9.45,6.998205128,0.1525,6.69125,2.469142857,0,0.17,0.001034373,0.276293588,0.29217435,0.543072392,0,0.546319875,0.020707886,0,0,2.989306796,3.241810137,3.40472546,3.651506345,3.746269722,3.765583687,3.53878,3.220413756,3.202160183,2.989516583,0.96347118,0.096937855,0.459946818,2.0730745,1.310796964,0.537103911,1.516308,1.45859025,0,0,0,0.391931077,0,0,0,0,9.71E-05,0.014388352,0.058961625,0.542778846,0.815469175,0.793229338,0.667367451,0.5324863,0.521942,9.71E-05,0.014388352,0.058961625,0.543307989,0.818306,0.79814745,0.687163857,0.5706657,0.5617165,0.000242946,0.036536236,0.15197585,2.429303423,4.2257385,3.942911,2.813958486,1.900962,1.8452235,63.09652486,215.18889,349.6673925,661.4012185,986.0259445,1078.885617,1430.903649,1690.988688,1704.735857
2015-NEH2,1,7,1,33,4,7,32,1,1,1,8,9,42,46,53,85,86,87,8.786670167,9.142320705,14.2995921,15.4383087,18.0379837,18.1985487,16.21196809,16.3856503,14.85399305,0.000919646,1.201401228,9.152109,281.1807553,856.243625,1026.508475,1402.9738,1570.563,1570.563,0.01619625,0.309351551,4.645903567,8.42154878,8.42154878,5.070223678,4.380936218,7.7263743,6.147380324,5.476455525,6.758254863,5.226149633,5.5780639,4.7836183,4.660833944,4.063768439,6.9542178,2.99002656,1.5410235,2.178984863,2.731106218,4.044417,3.48326665,1.791354503,2.658229994,1.870525646,1.804154705,1.541023495,2.033684095,1.598951399,1.433286078,1.356749324,187.4899512,223.474536,245.1907346,217.9702207,139.4638603,119.5666709,87.19195088,47.96202867,47.48016869,-0.072614954,-0.166276198,-0.155266541,-0.118384136,-0.028949458,-0.013409188,-0.037496577,0.0041204,0.004350916,0.042447797,3.431127783,0.904315654,1.134325882,0.000424589,-0.006171847,0.035494319,-0.005116629,-0.005225497,0,2.233237751,1.4450075,1.320421752,0,0,0.086693205,0,0,0.893333333,4.315541079,0,2.579883822,1.1975,1.01125,2.0877812,0.88,0.81,0.893333333,4.373947368,0,2.628222222,1.1975,1.01125,2.08825,0.88,0.81,0.893333333,4.373947368,0,2.628222222,1.1975,1.01125,2.08825,0.88,0.81,0,0.058406292,0,0.048338409,0,0,0.00046883,0,0,2.391217447,2.571140379,2.679721386,2.543618807,2.151086989,2.051601056,1.889727454,1.693577853,1.691168551,5.737117,2.038592896,2.321282,3.564262052,0.6022764,1.978709163,6.503958956,20.91953,21.41953,0,0,0,0,0,0,0,0,1.01E-05,0.008344245,0.05741047,0.476989926,0.722654275,0.627487625,0.318391783,0.07542269,0.071374275,1.01E-05,0.008376458,0.05746385,0.478082047,0.73018435,0.6431382,0.38262309,0.1807026,0.17738535,2.53E-05,0.021207879,0.1478109,1.939705309,3.312298,2.825913,1.058396193,0.1960465,0.1851475,45.85544378,235.3881173,418.959258,745.1853293,1127.847229,1219.475661,1595.853824,1911.543222,1918.20439
2015-NEH3,3,14,1,31,4,6,25,0,0,3,17,18,49,53,59,84,84,84,12.19111182,15.50440072,14.7466384,16.69212589,15.44573216,15.93554965,14.93858749,12.08173735,11.6979355,0.00858958,1.904894416,7.693663,222.3046908,670.00742,847.0767875,1220.571297,1377.043,1377.043,0.012652846,0.341477088,5.283616041,8.30977783,8.30977783,4.696204983,6.955476378,6.4837463,6.176967319,5.34393498,5.15717295,5.062920008,3.2007024,2.5418881,4.526513267,6.618714067,5.8640503,3.188716675,1.52881192,1.579947063,2.63825205,2.47842685,1.9693564,2.273295373,1.709330414,1.380705937,1.627964521,1.504487137,1.497846737,1.09539666,2.153628658,1.319760035,266.4502359,263.6875396,262.953372,224.5938061,179.516258,152.097735,93.11964351,69.51624548,68.77036526,-0.274955999,-0.217314081,-0.174715948,-0.112627504,-0.180751944,-0.10217485,-0.039595374,-0.020537592,-0.019739277,0.193189458,0.112844643,0.001756151,0.171136383,1.909390231,0.03634916,-0.003444247,-0.004272146,-0.004675861,3.06723889,0.519020456,0,0.070929028,0.77470042,0,0,0,0,2.125,1.637222222,0.05,2.4225,4.082,0.98375,0.638421053,0.055,0,2.125,1.637222222,0.05,2.4225,4.082,0.98375,0.638421053,0.055,0,2.125,1.637222222,0.05,2.4225,4.082,0.98375,0.638421053,0.055,0,0,0,0,0,0,0,0,0,0,2.622987312,2.609173825,2.605503003,2.413705167,2.188317421,2.051224803,1.756334352,1.638317366,1.634587967,3.1235485,5.01663,4.047229,4.5190678,0.000266262,1.618873676,16.05076205,18.77465,19.27465,0,0,0,0,0,0,0,0,9.45E-05,0.014301451,0.05208534,0.460749418,0.72640392,0.666418125,0.318064636,0.036064635,0.03312863,9.45E-05,0.014301451,0.05208534,0.46180247,0.7331895,0.67840805,0.378575634,0.1446634,0.1422536,0.000236214,0.036333353,0.133727,1.871921658,3.2416304,2.86525975,1.201845028,0.091839195,0.08422454,56.45721317,219.0952336,354.014203,638.2118861,970.597231,1061.987068,1399.654791,1678.217344,1684.066311
2015-NYH2,3,6,0,9,1,7,20,2,1,3,9,9,18,19,26,46,48,49,10.92714501,9.688822205,10.7770894,12.14970416,12.53179468,15.70206708,13.92995344,17.6125002,16.7699995,0.012792964,1.097374293,4.595959,227.7607531,796.0225,1029.764638,1614.584026,1916.634,1916.634,0.014315193,0.429036624,6.589639107,11.26647825,11.26647825,4.978055957,4.6310045,5.1212998,4.536762247,5.059275283,5.903201413,4.346574287,4.0377059,3.2532546,4.5411761,4.265842759,4.59018645,2.293293311,1.236895067,1.48292245,1.355357639,1.7687714,1.3981229,2.293681028,2.100567611,2.775749566,1.931345413,1.216628708,1.429479697,1.190425688,1.110231287,1.398122888,198.8228883,212.5782049,225.9568875,270.5158664,241.8312363,211.6873217,142.7494446,92.90544592,95.16452843,-0.071237709,-0.070107653,-0.061765816,-0.102194029,-0.1313297,-0.08554765,-0.037086754,0.014883555,0.010338813,2.082648482,3.095613636,3.050252371,5.56372703,0.045794601,0.013683171,0.015439709,-0.001159803,-0.000125139,1.078799542,3.137818867,5.601109375,11.30348565,0.1142953,0,0.109421402,0,0,4.858571429,2.942412409,2.52,5.065209915,2.593333333,1.79875,1.675534211,3.985,7.95,4.858571429,2.981363636,2.52,5.164042553,2.593333333,1.79875,1.675789474,3.985,7.95,4.858571429,2.981363636,2.52,5.164042553,2.593333333,1.79875,1.675789474,3.985,7.95,0,0.038951273,0,0.098832605,0,0,0.000255245,0,0,2.181120065,2.249896644,2.316790055,2.539584957,2.39616181,2.245442229,1.90075285,1.651532862,1.662828274,4.394268929,3.613920989,1.8616175,0.618304159,0.313300339,0.224271676,1.787765887,8.503529,6.791868,0,0,0,0,0,0,0,0,0.000127297,0.008164711,0.03252384,0.480286999,0.818920383,0.801390213,0.663226963,0.41191825,0.4239602,0.000128299,0.008301042,0.03274511,0.480611729,0.820497517,0.804488663,0.681946771,0.46468835,0.476442,0.000318385,0.020589998,0.08267665,2.097584602,4.272465667,4.043097875,2.872086974,1.428302,1.378946,61.94015414,191.6425926,300.925312,577.5634944,895.4457675,985.6436209,1284.1288,1561.765961,1570.150961
2015-NYH3,4,5,0,12,2,3,22,1,0,4,9,9,21,23,26,48,49,49,12.67917037,11.07150905,10.9750305,12.70518764,13.5413765,12.49134615,13.86740358,10.6583231,8.22876925,0.014029948,1.551615884,6.182132,235.7648425,832.74102,1079.140255,1641.628324,1895.825,1895.825,0.013916486,0.430048377,6.61367126,10.88733323,10.88733323,5.364150967,4.613234405,4.940851,4.783096433,5.31190104,4.500310509,3.956068289,3.24071425,3.62397225,4.997069717,4.27980484,4.4270174,2.290851998,1.23550558,1.090917191,1.337119651,1.61670705,1.8462632,1.226669713,2.721839708,3.715356029,1.830976744,1.203272149,1.090917182,1.21579882,1.616707038,1.846263195,181.350925,220.5729562,254.2352765,260.3894539,197.6909224,171.5519861,124.0562926,103.8131592,100.7230761,-0.033971582,-0.118884783,-0.169530532,-0.100093301,-0.065387443,-0.052251986,-0.039931838,-0.044225254,-0.030838803,0.013636002,9.240251674,11.01299762,3.852378491,0.007729376,0.005765909,0.020625139,0.005807802,0.004801633,0.2293875,9.439702449,16.792979,8.570370368,0,0,0.126303865,0,0,0.336666667,6.4956782,0.19,3.5415378,0.89,2.516363636,2.262823514,6.11,0.06,0.336666667,6.733,0.19,3.621111111,0.89,2.516363636,2.263513514,6.11,0.06,0.336666667,6.733,0.19,3.621111111,0.89,2.516363636,2.263513514,6.11,0.06,0,0.237321841,0,0.079573304,0,0,0.000690004,0,0,2.09376025,2.289870402,2.458182035,2.488952891,2.17546023,2.044765553,1.807287084,1.706071421,1.690620988,8.675521333,1.437485358,1.127173,0.921152927,0.002337737,0.284816409,1.740994449,0,0,0,0,0,0,0,0,0,0,0.000154258,0.013004645,0.04583654,0.49441551,0.84877848,0.825666955,0.608850395,0.314447,0.2993256,0.000154258,0.013004645,0.04583654,0.494655964,0.85051212,0.829344155,0.640986992,0.39492825,0.3825937,0.000385824,0.032995488,0.1173007,2.268904687,4.7231204,4.404835455,2.607976076,0.94395575,0.88944605,47.87754917,177.2780121,289.762749,553.7546171,877.3262374,964.2600408,1282.757678,1530.456285,1538.685054
2015-OHH1,1,4,1,16,4,6,15,2,1,1,5,6,22,26,32,47,49,50,11.87332399,12.20760321,15.0124923,13.77780742,15.16500068,15.11199806,13.63759867,17.10750005,16.9549999,0.005236649,0.331781844,1.334831,141.8039057,513.8233,729.9338444,1321.246362,1692.048,1692.048,0.010775566,0.395091251,6.353976674,10.91079101,10.91079101,5.703905871,4.567698293,7.2408422,4.345047428,5.13922028,5.658803678,4.949586862,4.4513547,3.9656568,5.386593929,4.341725343,6.8648236,2.56415671,1.42495338,1.600121056,1.632849659,1.72383535,1.5530716,1.310107379,2.02776391,1.776208858,1.869725982,1.354845115,1.586010675,1.582124753,1.723835336,1.55307162,226.9264624,232.165401,231.5493701,299.4623768,327.1901491,296.3814358,222.9920324,165.8069432,164.8045134,-0.084924809,-0.114690035,-0.109773106,-0.156397951,0.008445672,0.064846733,0.066852083,0.095673126,0.095309395,-0.000368847,0.385366141,-0.003012009,7.48147755,3.534183752,0.5658263,-0.006740731,-0.00639527,-0.006328633,0,0.138144166,0,17.29236591,13.48687362,2.938523664,0.015979478,0,0,1.485714286,2.197857143,0.1,6.119486821,3.6494844,1.194444444,1.674117647,1.15,2.01,1.485714286,2.197857143,0.1,6.452307692,3.656,1.194444444,1.674117647,1.15,2.01,1.485714286,2.197857143,0.1,6.452307692,3.656,1.194444444,1.674117647,1.15,2.01,0,0,0,0.332820808,0.006515634,0,0,0,0,3.123199424,3.149394118,3.146313966,3.485878992,3.624517859,3.470474276,3.103527272,2.817601828,2.812589675,7.369063857,2.943914729,2.752552,0.692386613,0.235119136,1.883849111,0.397010193,1.437326,1.437326,0,0,0,0,0,0,0,0,5.76E-05,0.003484139,0.01370796,0.426264005,0.74893758,0.7341471,0.639112229,0.5200098,0.5131613,5.76E-05,0.003484139,0.01370796,0.426355558,0.74970386,0.736103511,0.650146726,0.5441795,0.5381636,0.000144008,0.00874416,0.03450695,1.708214191,3.4552148,3.313409111,2.576183294,1.8352285,1.799556,49.73909086,165.7583423,246.911207,517.6948908,800.5569586,888.9203046,1176.614825,1410.507948,1418.985448
2015-SDH1,1,4,0,26,3,6,23,0,0,1,5,5,31,34,40,63,63,63,8.21403425,12.21396539,12.7639103,15.1965442,16.0011595,16.50337663,14.90883963,11.4132416,11.56485185,0.007628074,1.416163843,5.226347,204.9481928,699.1278,890.51565,1256.78302,1385.164,1385.164,0.013417408,0.403338808,5.4182693,7.82982913,7.82982913,4.16622343,5.416631739,6.7411519,6.308867213,6.84380378,6.628691938,5.38512776,5.04783415,3.7934719,3.84025848,5.016354256,6.0786528,3.415759342,2.12123472,2.2663194,3.017556523,3.87207515,2.92901235,2.727985578,3.155970235,4.047191656,2.128065332,1.666414822,1.876608321,1.59768015,0.952197227,0.715097973,201.4654849,219.5355994,236.4926277,208.6121173,142.4076549,124.4330155,95.66003722,70.28150606,69.3868757,-0.136242503,-0.128365882,-0.180847419,-0.064004293,-0.041615151,-0.027989701,-0.021543009,0.003373243,0.004199855,5.938617778,4.375776808,6.060356265,1.28675251,-0.014232974,-0.011641429,0.015338936,-0.003750022,-0.003979249,6.90600927,7.038961888,9.675007,3.258829569,0,0,0.036099243,0,0,4.8700535,5.178777389,10.627321,2.432546289,3.038,0.905,1.827714286,0.29,0.075,5.209,5.247222222,10.64,2.445,3.038,0.905,1.827714286,0.29,0.075,5.209,5.247222222,10.64,2.445,3.038,0.905,1.827714286,0.29,0.075,0.3389466,0.068444816,0.01267959,0.012453751,0,0,0,0,0,3.231162133,3.321512711,3.406297834,3.266895298,2.935872985,2.845999787,2.702134899,2.575242244,2.570769097,1.318836141,0.966098107,0.3714151,4.227547568,5.7478416,5.921459,5.603193241,14.77051,15.77051,0,0,0,0,0,0,0,0,8.39E-05,0.01173843,0.03793534,0.424061135,0.66524958,0.590849513,0.273253282,0.04403436,0.03891116,8.39E-05,0.01173843,0.03793534,0.424822111,0.67215626,0.60554565,0.337811466,0.14709895,0.14287155,0.000209772,0.029701474,0.09668404,1.739722293,3.221369,2.713302,0.94839856,0.1125968,0.099226355,48.7931931,193.3426737,295.8854,569.4889485,893.3799468,982.6718674,1292.883147,1551.574795,1563.139647
